Entity Registration Date,Entity Profile UEN,Entity Name,Primary Section Description
2020-03-09,202008060R,RAINCHECK PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-10,202008062W,I-CORE INNOVATIONS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-10,202008064Z,SURYA TECHNOLOGY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008066C,LDS LEADERSHIP DEVELOPMENT STUDIO PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008067M,GIANT BLADE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008069N,STARLIGHT TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-10,202008070H,MMFL HOLDINGS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-10,202008071Z,THE COCOA LEAF PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008073C,SUSTAINABLE INNOVATION CORPORATION PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008074M,ROBERN ASSOCIATES (SG) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008079G,CORAL ISLAND PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008081M,KENTECH TECHNICAL SERVICES SINGAPORE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008083N,AR14 HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008084E,XAURELIEN PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008085R,67 PALL MALL HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008088H,VISION SPORTS TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-10,202008091E,AMICORP FUND SERVICES (ASIA) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008096Z,CINGSEON INTERNATIONAL CONSULTING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008097K,ARK TITAN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008102R,TYPE DIGITAL PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-10,202008105H,WEFOIL PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008109M,OZTRIX CONSULTING PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-10,202008119E,CSF FUND II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008120Z,BFD GLOBAL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008121K,SINGAPORE INTEGRATED ONCOLOGY CENTERS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008123M,ONLY HOKKAIDO PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008127R,RENAISSANCE INVEST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008128G,ORCHID TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-10,202008131D,STERLING INVEST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008136W,ADVANCED MEDTECH CORPORATE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008140E,EMPOWER PLUS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008141R,AWTN SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008143W,XIN LV PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008146K,LC FAMILY OFFICE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008148M,NEXHOME ASIA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-10,202008149D,EASYPAY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008153K,3LA VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008155M,ANZENNA SOLUTIONS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-10,202008157N,CSW ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008163D,DEEPMATCH TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-10,202008166R,AC MAGELLAN HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008167G,STEELE MANAGEMENT COMPANY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008170D,LAX PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008172E,LING LORENZO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008173R,BRICKSQUARE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008176H,BEYOND IMAGINATION CREATIVES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008177Z,LING LORENZO MANAGEMENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008178K,THE CARROT STUDIO PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-10,202008180R,CZ CONSULTANCY (SIN) PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008181G,QUANTINO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008183H,ZHONG XIN ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008184Z,AREF II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008185K,VALOROUS ASIA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-10,202008187M,CONTROL COIN PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-10,202008189N,INFIGO TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-10,202008192K,FCEPTIONAL PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-10,202008194M,NBR II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008201Z,JYSKE CLEAR PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-11,202008202K,VANCS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008204M,SHOPOCUS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-11,202008206N,STARBIZ SOLUTIONS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008208R,BITNINJA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008212D,ARKA INNOVATIONS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008214E,KENANGAN INVESTMENT FUND I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008215R,ERAVEST HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008229M,KARNAF PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008230G,FORTYFOUR TRADING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008231W,SECUREETEE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-11,202008232H,GRATT ATELIER PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008233Z,LAUNCH VENTURES LAB PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-11,202008234K,MUSWELL CONSULTING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008235C,PYAEZO TRAVEL PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-11,202008236M,ASIRIS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-11,202008237D,UNISON COOPERATION PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008240Z,WHJ EVERLASTING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008242C,ACE MAH TRADING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008243M,LONGHASH FUND 1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008244D,JIAOZI CAPITAL PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-11,202008245N,PLANET ESTATES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008246E,QUALIMINT TECHNOLOGIES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008252N,HIDIA FINTECH PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-11,202008253E,URBAN INSIDER PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-11,202008256W,AVODA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008264H,ANGLO LANDMARK ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008265Z,E-LITES MOBILE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-11,202008270W,AUNG SU PAN PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008271H,POD TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-11,202008277N,BSPS ASSOCIATES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-11,202008279R,PACIFIC INVESTMENT AND CONSTRUCTION PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008280K,INTERACTIVE BUSINESS MEDIA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008282M,JN ALLIANCE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008290D,BONDS CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008292E,LU CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008294G,HUIZHONG NETWORK PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-11,202008295W,UNIVERSE READERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008296H,ASTERM RESERVA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008298K,SG MEDICAL TOURISM PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008299C,GALAXY READERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008300D,SCORPIO ASSET HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008301N,MFAIR MEDICAL BEAUTY CONSULTING MANAGEMENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008302E,TASK PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008304G,VP-ZACD FUND HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-11,202008307Z,SURGE INTERNATIONAL HOLDINGS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-11,202008311G,QUBIT DYNAMICS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-11,202008312W,TIME TELLS VENTURES PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-12,202008313H,LIFE GIVING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-12,202008315K,HUMANDA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-12,202008316C,ONE ETERNITY FOUNDATION COMPANY LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-12,202008317M,ASIA BIZ WINGS PRIVATE LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-12,202008318D,NOVENA MED TECH PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-12,202008319N,MOBIO INTERACTIVE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008322K,SODAJAK PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008323C,DASKEJU PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008325D,SEER INSURANCE AGENCY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008326N,CLC GLOBAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008327E,WYZ TRADING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008328R,PEIRCETREE QEHS MANAGEMENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008329G,TOP18 BIZHUB PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008330C,DELOITTE TAX SOLUTIONS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008331M,FINGATOKU PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008332D,ROKTMONEY TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008335R,VALINGER HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008341E,DYMON ASIA PRIVATE EQUITY (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008342R,4A CAP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008345H,ALLIANCEX LIMITED,INFORMATION AND COMMUNICATIONS
2020-03-13,202008346Z,MIKI PULLEY SINGAPORE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008348C,UNITRACO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008349M,ELAN EXPERT WITNESS ASIA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008350G,POSITIVE VIBES INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008351W,RTHT TECHNOLOGIES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008352H,TRISTAN & FRIENDS SANCTUARY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008353Z,CHEYENNE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008354K,A.I. TECH INTER PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008355C,APAC BAFFIN INVESTCO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008356M,GINKGO VALLEY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008357D,HOLISTIC CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008358N,SPPIN II PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008359E,SPPIN I PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008362C,APAC BAFFIN TOPCO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008363M,BEAM VENTURES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008365N,GLOBAL BAKER PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008367R,ANNABAI TECHNOLOGY SINGAPORE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008368G,SUNWOOD ASTRA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008371D,IB STUDIO PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008372N,KNOWIR PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008373E,FUBAO FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008374R,SINGAPORE JAUNTYSHARE TECHNOLOGY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008375G,APEX GLOBAL MIGRATION PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008376W,BHD-GLOBAL AUTONOMY FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008379K,SUNWOOD NOVA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008380E,AHAVA CAPITAL PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008388M,USDN FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008390W,THE STRATEGIST CONNECTOR PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008391H,K CAPITAL PRIVATE LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008392Z,OLIVE EYECARE AND WELLNESS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008397N,SOUTHERN SUSTAINABLE ELECTRIC SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008398E,MMD ISO18 PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008399R,ENERGY BRICKS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008400W,PORTUGUESE VINE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008402Z,LIQUIDITY APAC PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008403K,CASH BEE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008404C,BOSEN CONSULTING SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008406D,LL FUND MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008407N,SUMO GLOBAL SINGAPORE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008408E,FHLH PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008411C,LL HOLDCO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008413D,FUZZIE COLLECTIVE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008416R,SHANGHE SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008421N,OHMZ ENGINEERING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008424G,WHIZSOLVE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008427Z,SINGAPORE SOLEIL S.E. TECHNOLOGY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008428K,SINGAPORE AURORAPURA TECHNOLOGY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008430R,ABC95 MEDICAL SYSTEMS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008431G,NIKABE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008436C,RATA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008437M,SIL INTERNATIONAL PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008438D,HAISIGHT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008440H,ENVITAL HOLDING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008442K,MOXLINK TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008443C,SCVN PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008444M,SIMPLETON INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008447E,TIGRIS ACCESS SOLUTIONS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008448R,DIGITALCUES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008453N,HAISCO HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008454E,HYSEN BIOTECH PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008457W,CHOCO UP SG PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008460N,AGUSTH ASIA PACIFIC PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008463G,PASSY BUSINESS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008464W,THE SALES SQUAD PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008465H,JUBEL PRODUCTION STUDIO PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008467K,OUTREACHING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008469M,THE CHLOROPLAST PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008472H,LCX PJ4 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008473Z,ALPHA BRIDGE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008474K,VIK INVESTMENT PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008475C,SCHJOETZ CONSULTING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008478N,ALONE CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008480Z,ZAARR IDT PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008481K,PFPFA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008482C,INNOVEST SOLUTIONS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008483M,VETRANZ GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008487R,CM INVESTMENT HOLDING COMPANY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008488G,LEOPARD ANALYTICS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008489W,THOMAS MILLER SPECIALTY (SINGAPORE) PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008490M,THAI UNION SOUTH EAST ASIA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008491D,PACBLUE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008492N,MILLECAVALLI HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008494R,FRASERS PROPERTY INDUSTRIAL (EUROPE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008497H,AKADEMOS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008499K,PEN SCIENCES SINGAPORE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008500M,K-IX ALTERNATIVES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008503E,NORTHLAND MANAGEMENT SERVICES (SINGAPORE) PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008510E,SFG DIGIBANK INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008514H,TRIPLELIFT SG PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008516K,S INTERNATIONAL EDUCATION DEVELOPMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008517C,BSPI HOLDINGS (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008518M,TRUELIFE HEALTHCARE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-03-13,202008520W,FOUNDED PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008521H,EYNVENTA PRIVATE LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-03-13,202008522Z,VIZOX STUDIO PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008523K,AUTUMN LIFE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008526D,TECHFUSION SERVICES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-03-13,202008527N,PEOPLES MARKETING & TRADING NETWORKS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
